         161612884 function calls (161609367 primitive calls) in 197.602 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\indexes\base.py:1803(is_boolean)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\arrays\datetimelike.py:337(astype)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\frame.py:6603(groupby)
        3    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_datetime_array}
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\indexes\numeric.py:107(_shallow_copy)
        5    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\indexes\base.py:5001(_index_as_unique)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\numpy\lib\function_base.py:1152(diff)
       20    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\indexes\base.py:563(_reset_identity)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\common.py:403(get_compression_method)
        8    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\managers.py:1626(internal_values)
        6    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\inference.py:263(is_dict_like)
       13    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\indexes\base.py:4279(__getitem__)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\resample.py:1834(_adjust_dates_anchored)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\typing.py:702(__instancecheck__)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(sort)
        4    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\generic.py:5538(f)
       29    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\arrays\_mixins.py:103(shape)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\base.py:503(to_numpy)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\typing.py:831(__subclasscheck__)
       11    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\numpy\core\_asarray.py:86(asanyarray)
       11    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\common.py:757(is_signed_integer_dtype)
        6    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\numpy\core\_methods.py:56(_all)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:156(__enter__)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\numpy\lib\function_base.py:4236(delete)
       17    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {pandas._libs.lib.get_reverse_indexer}
       60    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\numpy\core\_dtype.py:24(_kind_name)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:385(cached)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\nanops.py:243(_get_values)
       12    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\numpy\core\_ufunc_config.py:132(geterr)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\groupby\ops.py:469(_disallow_invalid_ops)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\common.py:108(is_url)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\numpy\core\fromnumeric.py:839(sort)
        4    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.generic' objects}
       12    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\series.py:488(name)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:491(_get_cached)
        4    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\cast.py:342(maybe_cast_result_dtype)
       24    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\base.py:199(construct_from_string)
        3    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\indexes\base.py:5011(_maybe_promote)
       10    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\managers.py:681(is_consolidated)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\urllib\parse.py:372(urlparse)
       23    0.000    0.000    0.000    0.000 C:\Python39\lib\_collections_abc.py:78(_check_methods)
        9    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\arrays\datetimelike.py:235(asi8)
       63    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_scalar}
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(empty_like)
        4    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\indexes\base.py:4230(__contains__)
       30    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\blocks.py:161(_check_ndim)
        9    0.000    0.000    0.000    0.000 C:\Python39\lib\_collections_abc.py:262(__subclasshook__)
        8    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\managers.py:132(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\resample.py:170(_convert_obj)
        1    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.isnaobj}
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\indexes\datetimelike.py:291(max)
       31    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\common.py:912(is_datetime64_any_dtype)
        1    0.000    0.000    0.000    0.000 {method 'normalize' of 'pandas._libs.tslibs.timestamps._Timestamp' objects}
        5    0.000    0.000    0.000    0.000 C:\Python39\lib\typing.py:130(_type_check)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\common.py:221(index_labels_to_array)
       14    0.000    0.000    0.000    0.000 C:\Python39\lib\typing.py:696(__setattr__)
       10    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\common.py:813(is_unsigned_integer_dtype)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\arrays\_mixins.py:122(reshape)
       87    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\missing.py:465(_array_equivalent_object)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\parsers.py:1509(_maybe_dedup_names)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\groupby\groupby.py:518(__init__)
       15    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\flags.py:47(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:166(_get_module_lock)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\generic.py:5543(_consolidate)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ndim)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\indexes\base.py:3036(get_loc)
       68    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\blocks.py:265(mgr_locs)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\indexes\extension.py:216(_shallow_copy)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\indexes\numeric.py:47(__new__)
        6    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\arrays\datetimelike.py:1787(maybe_infer_freq)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\managers.py:760(<listcomp>)
        9    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\numpy\core\_asarray.py:298(<setcomp>)
        6    0.000    0.000    0.000    0.000 C:\Python39\lib\typing.py:456(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\typing.py:223(_remove_dups_flatten)
       42    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x00007FFD99715C60}
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\common.py:154(stringify_path)
        5    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\managers.py:975(consolidate)
        4    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\blocks.py:2182(array_values)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\parsers.py:876(_clean_options)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\parsers.py:1272(__init__)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\managers.py:689(_consolidate_check)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\arrays\datetimes.py:2298(_infer_tz_from_endpoints)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\indexers.py:313(deprecate_ndim_indexing)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
        4    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\generic.py:340(_validate_dtype)
        3    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\parsers.py:1097(_is_potential_multi_index)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\re.py:223(split)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\parsers.py:824(_get_options_with_defaults)
        4    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\arrays\datetimes.py:551(__array__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1500(_get_spec)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\urllib\parse.py:437(urlsplit)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\typing.py:660(__init__)
        3    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\blocks.py:2165(fill_value)
       18    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_int64}
       11    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\flags.py:83(allows_duplicate_labels)
        2    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_1d_int64_int64}
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\managers.py:1699(<listcomp>)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.max}
       87    0.000    0.000    0.000    0.000 C:\Python39\lib\_collections_abc.py:409(__subclasshook__)
        1    0.000    0.000    0.000    0.000 {pandas._libs.tslibs.timezones.infer_tzinfo}
        6    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\managers.py:991(_consolidate_inplace)
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
        6    0.000    0.000    0.000    0.000 C:\Python39\lib\re.py:289(_compile)
       69    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\arrays\datetimes.py:487(dtype)
       59    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        1    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_1d_object_object}
        6    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\numpy\core\_dtype.py:178(_datetime_metadata_str)
        1    0.000    0.000    0.000    0.000 {pandas._libs.lib.array_equivalent_object}
        7    0.000    0.000    0.000    0.000 C:\Python39\lib\typing.py:990(__init_subclass__)
       13    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\common.py:1187(needs_i8_conversion)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\tseries\frequencies.py:489(is_superperiod)
       20    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\inference.py:289(<genexpr>)
       68    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\typing.py:209(_deduplicate)
       27    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\managers.py:210(ndim)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\parsers.py:1996(_set_noconvert_columns)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\common.py:254(maybe_iterable_to_list)
        2    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(min_scalar_type)
       12    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\aggregation.py:249(maybe_mangle_lambdas)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\common.py:438(infer_compression)
        9    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_object}
       26    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\blocks.py:347(dtype)
        6    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\blocks.py:2240(_maybe_coerce_values)
        2    0.000    0.000    0.000    0.000 {method 'sort' of 'numpy.ndarray' objects}
        5    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\generic.py:470(_get_axis)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:696(spec_from_file_location)
       11    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.checknull}
        8    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\generic.py:5449(__getattr__)
        8    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\arrays\_mixins.py:110(ndim)
       15    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\common.py:129(cast_scalar_indexer)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\numpy\core\fromnumeric.py:3075(ndim)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:127(_path_split)
        4    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\series.py:473(dtype)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\arrays\datetimelike.py:268(__array__)
       14    0.000    0.000    0.000    0.000 C:\Python39\lib\typing.py:648(_is_dunder)
        6    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\managers.py:1545(__init__)
        3    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\common.py:126(_expand_user)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\parsers.py:1539(_maybe_make_multi_index_columns)
        8    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\managers.py:320(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\managers.py:1958(_preprocess_slice_or_indexer)
        7    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\arrays\datetimes.py:509(tz)
       18    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\generic.py:456(_get_axis_number)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\generic.py:424(_construct_axes_from_arguments)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\parsers.py:1575(_get_simple_index)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\base.py:796(__iter__)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\numpy\core\numeric.py:144(ones)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\typing.py:182(_collect_type_vars)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\parsers.py:1407(<setcomp>)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\managers.py:690(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\common.py:1234(is_numeric_dtype)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\groupby\generic.py:1603(_get_data_to_aggregate)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(can_cast)
        3    0.000    0.000    0.000    0.000 C:\Python39\lib\typing.py:916(__hash__)
        4    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\generic.py:476(_get_block_manager_axis)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\groupby\grouper.py:861(_convert_grouper)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\common.py:191(count_not_none)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\parsers.py:2021(_set)
       10    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_platform_int}
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\dtypes.py:711(construct_from_string)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\common.py:116(ensure_int_or_float)
       31    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\indexes\base.py:4070(_values)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\blocks.py:2178(internal_values)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\resample.py:404(_apply_loffset)
        4    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\blocks.py:2748(extend_blocks)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:560(_classify_pyc)
        7    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\blocks.py:2515(_maybe_coerce_values)
        4    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\managers.py:1615(dtype)
       24    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(result_type)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\indexes\base.py:5287(_maybe_cast_indexer)
       35    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        2    0.000    0.000    0.000    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
        3    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\common.py:954(is_datetime64_ns_dtype)
        6    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\arrays\datetimes.py:2209(_validate_dt64_dtype)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\groupby\grouper.py:635(get_grouper)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\parsers.py:3476(_clean_index_names)
        2    0.000    0.000    0.000    0.000 {method 'to_datetime64' of 'pandas._libs.tslibs.nattype._NaT' objects}
        3    0.000    0.000    0.000    0.000 C:\Python39\lib\ntpath.py:289(expanduser)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\generic.py:4841(_needs_reindex_multi)
        4    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\managers.py:1869(_shape_compat)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\groupby\ops.py:796(__init__)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\dtypes.py:1078(construct_from_string)
        5    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\missing.py:721(clean_reindex_fill_method)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        2    0.000    0.000    0.000    0.000 {pandas._libs.lib.infer_datetimelike_array}
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\nanops.py:199(_maybe_get_mask)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:87(acquire)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\generic.py:3409(_set_as_cached)
        4    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\indexes\extension.py:345(_get_engine_target)
       27    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_float}
       36    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\base.py:618(empty)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:167(_path_isabs)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\util\_decorators.py:432(__call__)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\parsers.py:1398(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\parsers.py:394(validate_integer)
        2    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:160(__exit__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:114(<listcomp>)
       21    0.000    0.000    0.000    0.000 C:\Python39\lib\_collections_abc.py:315(__subclasshook__)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\dtypes.py:870(construct_from_string)
       18    0.000    0.000    0.000    0.000 C:\Python39\lib\_collections_abc.py:283(__subclasshook__)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\parsers.py:1423(_has_complex_date_col)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:79(_unpack_uint32)
        4    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\util\_validators.py:208(validate_bool_kwarg)
        2    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       14    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\indexes\base.py:1232(name)
        9    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\blocks.py:261(fill_value)
        3    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       19    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\numpy\core\numerictypes.py:554(<listcomp>)
        5    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\indexes\base.py:532(is_)
       12    0.000    0.000    0.000    0.000 C:\Python39\lib\typing.py:911(__eq__)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\base.py:429(size)
        3    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\generic.py:464(_get_axis_name)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:129(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\util\_validators.py:248(validate_axis_style_args)
       13    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        6    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\indexes\base.py:4096(_get_engine_target)
       12    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\arrays\datetimes.py:2251(validate_tz_from_dtype)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\tseries\frequencies.py:547(_maybe_coerce_freq)
       22    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\generic.py:248(flags)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\resample.py:116(__getattr__)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\resample.py:1144(_wrap_result)
       20    0.000    0.000    0.000    0.000 C:\Python39\lib\typing.py:2020(new_type)
       11    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\generic.py:227(attrs)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\groupby\grouper.py:233(__new__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:112(release)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\codecs.py:309(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\common.py:1276(is_string_like_dtype)
       12    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\managers.py:1588(_block)
        6    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\cast.py:1642(construct_1d_ndarray_preserving_na)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\common.py:1519(is_complex_dtype)
       10    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_integer}
       15    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\numpy\core\multiarray.py:143(concatenate)
        8    0.000    0.000    0.000    0.000 {built-in method pandas._libs.tslibs.timezones.maybe_get_tz}
        6    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\parsers.py:1121(<genexpr>)
        1    0.000    0.000    0.000    0.000 {pandas._libs.internals.get_blkno_placements}
        7    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\compat\numpy\function.py:45(__call__)
        2    0.000    0.000    0.000    0.000 {method 'swapaxes' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\numpy\core\_ufunc_config.py:429(__init__)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\generic.py:545(_info_axis)
       15    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        7    0.000    0.000    0.000    0.000 C:\Python39\lib\typing.py:557(__hash__)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\groupby\grouper.py:276(__init__)
        6    0.000    0.000    0.000    0.000 {built-in method numpy.datetime_data}
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\indexes\base.py:5920(ensure_has_len)
        3    0.000    0.000    0.000    0.000 C:\Python39\lib\_collections_abc.py:362(__subclasshook__)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\arrays\datetimes.py:2341(_maybe_normalize_endpoints)
       11    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\flags.py:51(allows_duplicate_labels)
       12    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:231(_verbose_message)
       14    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\arrays\datetimelike.py:810(freq)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:593(_validate_timestamp_pyc)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\parsers.py:1431(_should_parse_dates)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\common.py:72(ensure_float)
       14    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\arrays\datetimelike.py:205(_ndarray)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\resample.py:984(_GroupByMixin)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\managers.py:1566(from_blocks)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\parsers.py:865(_check_file_or_buffer)
